780	171.64.122.138	p780_Minichap_0kT	43460	20	154	565	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=780	dlucent	0
781	171.64.122.138	p781_Minichap_1kT	43460	20	154	565	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=781	dlucent	0
782	171.64.122.138	p782_Minichap_2.0kT	43460	20	154	565	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=782	dlucent	0
783	171.64.122.138	p783_Minichap_0.3kT	43460	20	154	565	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=783	dlucent	0
784	171.64.122.138	p784_Minichap_0.6kT	43460	20	154	565	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=784	dlucent	0
785	171.64.122.138	p785_Minichap_1.3kT	43460	20	154	565	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=785	dlucent	0
786	171.64.122.138	p786_Minichap_1.6kT	43460	20	154	565	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=786	dlucent	0
897	130.49.240.81	p897_NIFKcomplex_p897	18542	60	90	326	100	AMBER	http://fah-web.stanford.edu/cgi-bin/fahproject?p=897	ltchong	0
1487	171.65.103.68	p1487_DPPC_DOPC_CHOL	87920	47	150	1741	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1487	kasson	0
1741	134.139.127.31	p1741_BCHE_NAT_300_03-33	98813	14	28	2137.6	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1741	esorin	0
1751	134.139.127.31	p1751_ACHE_NAT_300_03-33	98996	14	28	2137.6	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1751	esorin	0
1761	134.139.127.31	p1761_BCHE_DAPP1_03_33_A1A	98477	14	28	2137.6	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1761	esorin	0
1763	134.139.127.31	p1763_BCHE_DAPP3_03_33_A1A	98495	14	28	2137.6	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1763	esorin	0
1765	134.139.127.31	p1765_BCHE_DAPP5_03_33_A1A	98789	14	28	2137.6	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1765	esorin	0
1771	134.139.127.31	p1771_BCHE_DAPP1_03_33_A1B	98477	14	28	2137.6	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1771	esorin	0
1773	134.139.127.31	p1773_BCHE_DAPP3_03_33_A1B	98495	14	28	2137.6	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1773	esorin	0
1775	134.139.127.31	p1775_BCHE_DAPP5_03_33_A1B	98789	14	28	2137.6	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1775	esorin	0
1796	134.139.127.32	p1796_LUTEO_300K	41330	7	14	435	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1796	esorin	0
1797	134.139.127.32	p1797_AQUIFEX_300K	41361	7	14	412	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1797	esorin	0
1798	134.139.127.32	p1798_LUTEO_300K	41330	7	14	435	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1798	esorin	0
1799	134.139.127.32	p1799_AQUIFEX_300K	41361	7	14	412	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1799	esorin	0
1816	171.65.103.158	p1816_COL1	76522	62	92	330	100	GROMACS33	http://fah-web.stanford.edu/cgi-bin/fahproject?p=1816	spark	0
2008	171.64.122.136	p2008_BBA5	12200	42	61	218	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2008	luttmann	0
2009	171.64.122.136	p2009_BBA5	12200	30	45	157	100	DGROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2009	luttmann	0
2012	171.64.122.136	p2012_BBA5	12200	27	39	136	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2012	luttmann	0
2013	171.64.122.136	p2013_BBA5	12200	39	57	201	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2013	luttmann	0
2019	171.64.122.136	p2019_BBA5	12200	19	28	95	100	DGROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2019	luttmann	0
2051	171.64.122.136	p2051_abeta_4mer	2544	33	47	267	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2051	luttmann	0
2052	171.64.122.136	p2052_abeta_4mer	2544	32	47	266	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2052	luttmann	0
2053	171.64.122.136	p2053_abeta_4mer	2544	27	39	219	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2053	luttmann	0
2055	171.64.122.136	p2055_abeta_4mer	2092	26	37	193	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2055	luttmann	0
2056	171.64.122.136	p2056_abeta_4mer	2092	25	37	192	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2056	luttmann	0
2057	171.64.122.136	p2057_abeta_4mer	2100	21	31	159	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2057	luttmann	0
2060	171.64.122.136	p2060_g40	1168	12	17	88	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2060	luttmann	0
2107	171.64.122.141	p2107_lambda_5way_melt_4_10011	1258	78	114	404	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2107	densign	0
2108	171.64.122.141	p2108_dk_villin_ddsa_aybabtu_run0	596	84	125	449	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2108	densign	0
2109	171.64.122.141	p2109_ww_domain_mutant_1_opls	604	71	105	376	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2109	densign	0
2110	171.64.122.141	p2110_ww_domain_mutant_2_opls	580	71	105	376	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2110	densign	0
2111	171.64.122.141	p2111_ww_domain_mutant_3_opls	572	71	105	376	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2111	densign	0
2112	171.64.122.141	p2112_ww_domain_mutant_4_opls	572	71	105	376	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2112	densign	0
2113	171.64.122.141	p2113_ww_domain_mutant_5_opls	591	71	105	376	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2113	densign	0
2114	171.64.122.141	p2114_ww_domain_mutant_1_am96	604	77	114	412	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2114	densign	0
2115	171.64.122.141	p2115_ww_domain_mutant_2_am96	580	77	114	412	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2115	densign	0
2116	171.64.122.141	p2116_ww_domain_mutant_3_am96	572	77	114	412	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2116	densign	0
2117	171.64.122.141	p2117_ww_domain_mutant_4_am96	572	77	114	412	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2117	densign	0
2118	171.64.122.141	p2118_ww_domain_mutant_5_am96	591	77	114	412	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2118	densign	0
2119	171.64.122.141	p2119_ww_domain_mutant_1_am99	604	77	114	408	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2119	densign	0
2120	171.64.122.141	p2120_ww_domain_mutant_2_am99	580	77	114	408	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2120	densign	0
2121	171.64.122.141	p2121_ww_domain_mutant_3_am99	572	77	114	408	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2121	densign	0
2122	171.64.122.141	p2122_ww_domain_mutant_4_am99	572	77	114	408	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2122	densign	0
2123	171.64.122.141	p2123_ww_domain_mutant_5_am99	591	77	114	408	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2123	densign	0
2142	171.64.122.141	p2142	1000	45	65	476	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2142	densign	0
2143	171.64.122.141	p2143	1000	45	65	478	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2143	densign	0
2144	171.64.122.141	p2144	1000	44	65	464	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2144	densign	0
2145	171.64.122.141	p2145	1000	45	66	472	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2145	densign	0
2146	171.65.103.160	p2146	1000	44	65	230	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2146	densign	0
2147	171.65.103.160	p2147_lambda_m2_expl_99p	16427	42	61	218	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2147	densign	0
2148	171.65.103.160	p2148_supervillin_99p	9117	43	63	225	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2148	densign	0
2149	171.65.103.160	p2149_villinN68H_99p	8867	42	62	220	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2149	densign	0
2150	171.65.103.160	p2150	1000	44	65	230	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2150	densign	0
2151	171.65.103.160	p2151_p2147_lambda_m2_expl_99p_373K	16427	42	61	218	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2151	densign	0
2152	171.65.103.160	p2152_p2148_supervillin_99p_373K	9117	43	63	225	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2152	densign	0
2153	171.65.103.160	p2153_p2149_villinN68H_99p_373K	8867	42	62	220	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2153	densign	0
2162	171.64.122.141	p2162_haldrT113Y_pme	86993	46	68	484	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2162	densign	0
2163	171.64.122.141	p2163_haldrT113Y_rf	86993	47	70	498	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2163	densign	0
2164	171.64.122.141	p2164	1000	47	69	494	100	GROMACS	http://fah-web.stanford.edu/cgi-bin/fahproject?p=2164	densign	0
